Weight,Length,Diagonal,Height,Width,Species
487.4233409321076,32.42374626789122,37.857082314594095,14.591013918889285,5.270922355400647,Bream
990.8965375978339,41.36526958064958,47.308866082541456,18.71911607256866,7.0006047560342655,Bream
627.0817175101955,33.44470190051784,38.93990170007548,15.463396790667472,5.670238278079441,Bream
749.382719883686,35.68641064252061,41.026632199704345,15.974293422477665,6.036773699474861,Bream
615.6219491017392,33.52775180304085,39.0052182699729,15.502284727213656,5.48310159950403,Bream
1157.6904484123506,43.23825201049102,49.47374215292669,19.9684169781403,6.646605403864806,Bream
530.2483555416625,30.74144326249833,35.85180243197621,14.55601835872764,4.815614778715176,Bream
439.59360102624805,30.78521489178146,36.04218857326404,13.367734383625994,4.737650137339864,Bream
585.5261088700297,32.37318681924947,37.57869625375494,14.995829151807806,5.007042622923828,Bream
779.705909575808,37.37535420422159,42.80720884515096,16.473006330840285,5.630345394610056,Bream
639.2776052814598,32.40657689078543,37.94326008330231,16.41184250983946,5.948211295947748,Bream
362.276227602454,27.97984742452217,32.727990776055115,12.213188865509176,4.509671811814082,Bream
487.982591643807,30.752004837080797,36.025443932735335,14.438333305310096,5.067040960283745,Bream
828.1843479084215,36.89696953674965,42.310081866220514,17.253471145638414,5.915479087049928,Bream
758.3775038727683,37.47600845431168,42.64964339974516,16.81945393976865,5.9029234604104674,Bream
310.3472166482317,27.44317501724932,32.376474105376694,12.459005544739586,4.478379617846263,Bream
726.8940585773101,35.34552587364394,40.62597027211734,15.791326917022676,6.231047232472379,Bream
683.666354137949,32.38552499406103,37.56322881644373,15.772631021228223,5.967281741482113,Bream
499.8932330521399,31.07975438570487,36.38324469659571,14.74738925132835,4.885003507138299,Bream
767.2286677513166,35.30414372742817,40.55836250231175,15.900762426501913,5.813552905058527,Bream
489.88936156798445,30.358170080984678,35.15006207689901,12.911821073953178,4.423805368469573,Bream
771.0256862831108,36.705162608158815,41.93928273666202,17.43063696207284,6.239012058182753,Bream
520.393349730053,32.0888801647107,37.381879605382,14.312158480009355,5.256278866622484,Bream
426.9063570279683,27.93150851202462,33.01544371125072,13.176769239501985,4.534175839543368,Bream
522.2153094025597,32.634409987528244,37.76606996715621,14.444899170701314,5.514244938720747,Bream
289.95994537450804,26.17796130760145,31.20026151427939,12.078915658107116,4.180567645910187,Bream
829.684591775372,36.30756647962216,42.093931507218414,17.756935361256183,6.249493348722394,Bream
661.309628501414,33.62151085887473,39.13128138456612,15.85616084853703,5.758815902920354,Bream
394.08212901495267,30.619042197061457,35.23191887346865,13.50095080726079,4.649203108513788,Bream
784.5363876936335,35.97189445393722,41.79401336510035,16.720088373887542,6.2528602091570935,Bream
574.4554970335753,32.6834840670912,37.862613583561036,15.366879390716612,4.653196359199563,Bream
631.8989128270914,35.266021385792286,40.72286258672828,14.893564228596507,5.531299571589903,Bream
976.4059131375092,39.51347701344066,44.96850128749611,17.926354359580706,6.431839478477217,Bream
669.0550220469208,35.43166401488734,40.37311617409606,16.768860314933132,5.684432028836105,Bream
844.3015924060142,36.04239953671436,41.604397070417434,17.504609075476097,6.330756926404405,Bream
490.85925218603023,31.862980672633324,37.11080125332618,14.75412069384436,5.00796040963366,Bream
544.1765991348414,31.35102857881388,36.79468761711706,14.426302390002096,4.979955137406509,Bream
646.0337830794668,33.16619683092798,38.05258297368782,15.284929715571444,5.050715564831091,Bream
714.7467696668956,33.62261370751586,39.160022094317995,16.082325977141082,5.769179590068076,Bream
917.1847073817326,37.38069409691592,43.209711257153,17.69944686036049,6.190472522961505,Bream
706.0188685901584,33.832326063574975,39.24610262165116,15.904470151348441,5.9698022980416185,Bream
377.9577570146237,29.961344974904655,35.274138610196665,14.203635882082901,4.811233090191559,Bream
811.9293551882228,37.0597143698715,42.6911770601193,17.415234053446152,6.434537952828415,Bream
413.8876574225543,29.24129119216954,34.356541241301954,13.19983146162764,4.250910841461938,Bream
