Species,Weight,Length
Bream,571.6010471062782,31.859840046851733
Bream,738.7059061770684,34.736275896042706
Bream,744.0456202686192,35.03341707255838
Bream,401.2157549868041,30.010448920186207
Bream,565.0549089236794,30.3243652696364
Bream,941.7444765187466,39.17576496571596
Bream,618.0388012527513,31.82687005880314
Bream,594.4263825304271,31.186434905621383
Bream,292.4207965066411,26.169799867329154
Bream,507.67795732551554,30.969763149065322
Bream,508.42877204137017,32.870860043691074
Bream,291.7489171564418,28.927779517841078
Bream,427.7623935871742,28.681521535562926
Bream,407.4773424231148,28.09117854898678
Bream,579.8097567554361,31.90866268526794
Bream,203.89125672466957,28.210029600444194
Bream,833.5319367235167,36.313883335686704
Bream,752.7816697877357,35.572868994615554
Bream,503.1794818680592,32.149169270389166
Bream,870.3694049725887,38.051432746477765
Bream,420.69188855611526,29.17589491616352
Bream,521.6504652801674,31.345352255560062
Bream,530.9230921728845,30.68280549489327
Bream,579.017865110603,33.01438062926472
Bream,609.5440336702419,33.8680319157224
Bream,718.6017081780186,34.82530407478115
Bream,674.7839063450077,34.50603451476796
Bream,986.1416103783868,41.08098563503041
Bream,663.4064705389701,32.37078330981754
Bream,689.6802204210928,36.33943533115281
Bream,661.3436617928646,33.57279196405398
Bream,643.882231138674,34.279243132236445
Bream,343.9963157420392,29.462932561407868
Bream,452.1423134489607,29.9358057098669
Bream,619.3627308750457,32.281236833477
Bream,776.416857655948,34.330398297289904
Bream,777.8634843801572,37.619771833453164
Bream,566.3519127525477,32.28353394633965
Bream,760.3221888893579,35.47637234077679
Bream,790.8597630131597,34.294834188563456
Bream,523.2072432856005,32.01399795217453
Bream,359.6955978607749,27.057345355923964
Bream,466.5437947213503,30.8272933569271
Bream,357.0836294988542,26.668853427970866
Bream,728.8050296441102,33.69455905984198
Bream,663.6196489540185,34.17650870157325
Bream,462.34556511728914,30.916279951656126
Bream,548.7904124365368,32.39728728201476
Bream,806.8158040137698,36.38830842375854
Bream,397.48603111304857,27.451476422961225
Bream,947.7679989232404,39.66628520195043
Bream,838.6508761599263,35.45788868179105
Bream,668.8644933376128,33.713009972156904
Bream,495.2055801289532,28.61152264840502
Bream,889.2225544613334,36.254743086954804
Bream,756.4948563463955,35.7840964968945
Bream,961.9445125560675,40.27711285213368
Bream,582.1734210991852,30.37688993672233
Bream,178.57954531282695,26.944745916937364
Bream,766.1411560417807,35.9558344659554
Bream,1050.0224145208915,42.14543057676796
Bream,725.3636619560393,33.427384325315
Bream,630.0361133732036,31.616102391901933
Bream,728.5825793753294,35.328672326573376
Bream,303.79368808715645,28.278874507199152
Bream,608.9932641825206,34.479380107460834
Bream,687.7652495390566,33.7503867473149
Bream,457.5207877469055,29.610443002825676
Bream,786.0945405408078,37.17966660820077
Bream,694.0798378142402,35.127371930136235
Bream,611.5891044898137,32.17901128751495
Bream,419.30152091226904,29.528255957019667
Bream,418.28739782435764,29.03592168318231
Bream,525.3348970062434,31.908299735652747
Bream,779.110832156962,35.634290116683914
Bream,657.7483828234217,32.581412304288776
Bream,628.2801840779566,32.94870574235117
Bream,794.2643888431589,36.1601238271728
Bream,473.18237507699206,29.584319551944116
Bream,670.3445517244243,32.30331378159433
Bream,855.7422779002497,36.44624045133112
Bream,795.297979057186,35.68561697232089
Bream,532.2099478452205,34.36758187165063
Bream,585.2831071837463,32.3396223349614
Bream,861.0592089720998,38.31353901285322
Bream,1264.3169765441924,42.13950375870106
Bream,789.5688178345517,36.39060562178866
Bream,177.7562004649203,25.718041573716434
Bream,646.9878196619351,29.111318855879578
Bream,375.4984252860679,28.008631589989804
Bream,808.9486395788435,36.28599557478582
Bream,342.86348418518315,26.928994852365985
Bream,854.1458884469814,36.94930485881221
Bream,677.919379584106,36.265828520131784
Bream,674.0197520387584,32.859843896038505
Bream,528.2712915361324,29.87047806098539
Bream,641.9243185603535,34.36480929345809
Bream,500.59782444347326,31.75968350440249
Bream,462.0714674818395,28.376056347964543
Bream,1027.7963480532662,41.28925416584059
Bream,916.1456991176103,40.129311933295085
Bream,556.707279893666,32.658314858250286
Bream,387.79897933062364,29.51141431068669
Bream,373.8547185759938,29.993653323561432
Bream,462.95835282575564,31.51642066265437
Bream,868.912603562686,36.67913828994933
Bream,531.2621695510644,31.136857416780774
Bream,551.8240986896479,34.098636344964845
Bream,587.3669098860662,30.763983802389944
Bream,427.69643686607054,29.04935272940008
Bream,284.25971466069575,27.967581471014704
Bream,753.5036449831581,34.85797106869608
Bream,487.5433604743417,31.371649298457374
Bream,950.4703215510239,37.60647337032361
Bream,694.1714733869813,34.8824555253634
Bream,615.0387372788821,31.77521175497504
Bream,964.2101818757043,40.84108538122251
Bream,677.0892023071475,32.5033177505885
Bream,646.4992211076928,31.506339287603403
Bream,686.1466144116193,35.29069659662823
Bream,684.4869338550423,34.6009525670614
Bream,516.4126193185766,32.50949943861679
Bream,778.962162317851,36.401584679897475
Bream,691.3153592136839,36.32769812304223
Bream,428.6030763800527,28.93154864893237
Bream,257.22282066921053,26.537106087385517
Bream,811.7020357196708,36.282557041815814
Bream,468.1291161066414,29.59347879788577
Bream,623.7004047113998,35.234196024091084
Bream,655.537935663236,34.013177236303896
Bream,578.4292677457589,33.21650269929032
Bream,533.6769341626309,33.13157012353889
Bream,540.9691883334527,32.21275717435066
Bream,466.61184739462675,30.190982011831473
Bream,809.8700682740658,32.67927438246785
Bream,665.6742300161717,33.95922173483461
Bream,777.0214534626675,33.66516023723852
Bream,688.9955871178099,33.32467196537254
Bream,314.5134781207735,28.44717692386542
Bream,844.1568481701157,37.97315262998507
Bream,608.7360804119805,30.566205954408552
Bream,602.514694740728,31.86552536860797
Bream,624.379509382662,35.765649145195674
Bream,249.3809644839015,25.59434535884252
Bream,145.7286554113905,24.25827838122758
Bream,603.1611986062818,33.70484270887355
Bream,817.2206192800911,37.92056073427101
Bream,579.0331393513254,34.45865147375641
Bream,678.1384145399669,34.54555184929393
Bream,694.5579747861849,33.599067236670074
Bream,666.2799618469909,34.224960445205305
Bream,496.5708598084598,30.291265813561978
Bream,627.7883242837478,30.87940338619471
Bream,559.5774365561253,31.436577788886687
Bream,684.3563553545252,35.337102566325115
Bream,272.64767665568434,25.39825562487815
Bream,568.2284195043504,31.313340298010488
Bream,476.49839961288103,29.24509716792673
Bream,1091.0688667642107,39.509004084004864
Bream,440.3508595314871,30.357585557306816
Bream,384.27207434749585,28.360081579926703
Bream,557.2608864143692,33.565622635080146
Bream,813.2325815209898,36.70257367469557
Bream,343.107281241851,28.00458168638243
Bream,304.0773822499137,27.271399487686445
Bream,591.8641062994282,33.18595347608449
Bream,636.4489682814072,33.1392559240751
Bream,1124.187961031649,40.98558687428856
Bream,280.78500042868325,27.655958961833484
Bream,794.5957583816737,34.2355834737533
Bream,456.0410092045626,29.400706094457455
Bream,797.8821873057802,36.39538865576913
Bream,648.3427526947069,33.01103605064719
Bream,576.6532311682549,33.36682483145781
Bream,957.247398536639,40.631056137176614
Bream,363.2130841840061,29.57259957139036
Bream,890.3925102321632,38.364043531382464
Bream,517.5461154254878,29.839808090528418
Bream,902.7709988094425,37.398067872914346
Bream,626.0092708917601,32.88832924184093
Bream,785.9421741247351,34.453947906178904
Bream,970.7455903721715,39.354965709324496
Bream,413.33875228010226,28.352724395752716
Bream,382.19518610015325,31.507286796198425
Bream,531.2169480436208,33.07084070158485
Bream,560.3541842372946,31.3021700306694
Bream,766.0868690346323,35.36045582413
Bream,723.2519852458231,34.31579061414056
Bream,911.5110304051415,38.06841260084258
Bream,763.6325088666481,36.98826714521855
Bream,451.4080096718948,33.27133551211256
Bream,952.9654680574854,39.21006539922815
Bream,598.10232809575,33.28587841592786
Bream,847.8677352325305,34.9800199893948
Bream,733.1158883341338,38.21871171161669
Bream,383.2279781881057,28.938987714606732
Bream,662.5012333940531,34.02408836868808
Bream,504.45162116530435,29.664909778260615
Bream,419.32555735890196,28.66911294918357
Bream,688.6152682426537,36.089398125695254
Bream,403.69671351744273,28.226832608808273
Bream,965.9540524379117,40.37196216086247
Bream,454.44323455446147,26.99697527349231
Bream,912.5500714008581,37.47001798175534
Bream,537.1680776714242,31.261510198530406
Bream,700.8013888636026,33.898065688223504
Bream,693.915324074731,35.1518374476893
Bream,641.633764268214,34.44199558103889
Bream,839.6681603416897,38.12271895744445
Bream,639.2076124314135,34.6422787953439
Bream,712.4496254238801,34.39055736626548
Bream,851.5312804232337,37.8238126327625
Bream,490.8042280309648,30.17532721832794
Bream,699.136638218182,34.112423240941574
Bream,537.3622923099894,31.214806842479348
Bream,935.563698255788,36.37991797670977
Bream,671.5096365904949,34.71349303213567
Bream,468.89346261952613,29.519943058580413
Bream,526.2840074136969,31.536077901340935
Bream,718.6073923460808,33.55812727284208
Bream,701.6593544007575,33.732670353301735
Bream,595.6725992377924,32.56317903168282
Bream,598.6740115013404,33.848611646164876
Bream,79.18480768320308,26.003240483213375
Bream,501.75525982218807,32.580330822177736
Bream,870.8858914977905,38.080748463258544
Bream,996.308483510355,38.72180874989115
Bream,1066.6476719180916,40.90047635682647
Bream,304.5847459778877,27.249452143132498
Bream,542.5253702885054,33.41451043944177
Bream,376.030681985568,27.914946221840022
Bream,722.7714734139689,34.88641594549814
Bream,685.2662741655142,34.17817818783744
Bream,1018.8178193945731,40.75997459450435
Bream,841.0565766247225,35.10070828953876
Bream,722.8933628923036,35.44635695639942
Bream,642.999976785393,31.677995429790382
Bream,307.7538323117617,28.794203788387453
Bream,601.0617988604213,34.11978667604088
Bream,838.3339625735127,36.504149010701006
Bream,450.7174274583636,28.348081181790835
Bream,732.4137274298977,36.03646661098604
Bream,759.9525085159298,38.26573846177964
Bream,1021.5695236082487,39.93753719582758
Bream,508.7933336855675,28.902110944132538
Bream,411.09098193273906,29.217319755773026
Bream,426.7389063691977,28.69643913220883
Bream,691.0424728606783,32.69957481800194
Bream,668.8616533572083,38.019052395586165
Bream,277.45609820072383,28.030319056320213
Bream,800.9746731569888,37.68538663495975
Bream,539.9969501231251,28.965568807121908
Bream,368.7717595910261,27.996294240053082
Bream,831.3589900957476,37.54097634551623
Bream,543.9560522694871,33.757863588917516
Bream,915.510169561421,37.83631424437624
Bream,962.1854110285808,37.91462550524107
Bream,630.6199588725116,34.21379978564303
Bream,162.19668015485348,24.82939203057757
Bream,543.4965373224561,33.43675155271842
Bream,910.891086376068,36.5871660621131
Bream,593.4547337910351,33.46871061877726
Bream,572.349208389292,31.446245856879916
Bream,418.68786763464755,29.719783562701586
Bream,338.39618566309736,27.713347137317236
Bream,594.1383129136349,32.018547128433354
Bream,636.5011974352539,32.9708629083327
Bream,905.1650792509213,37.23051943124591
Bream,376.6193782120394,28.20065137188062
Bream,659.570670446035,33.51466301319092
Bream,438.98147130555964,30.760462496981663
Bream,1078.0251116281074,41.934968618651595
Bream,804.2550929918214,36.34811220386269
Bream,332.0626843332258,29.773415109325626
Bream,715.0423326901439,34.92723644112218
Bream,358.3279858554497,25.824118099798376
Bream,583.6247225297626,32.226941430777266
Bream,645.9290077636084,32.7245909936518
Bream,759.5654109783927,37.06573539462467
Bream,589.6819892412532,34.6268362076966
Bream,718.4870778522281,33.81547077553262
Bream,913.3658662880987,38.680401657990075
Bream,698.1336234783075,34.368077865484224
Bream,874.1910085457907,38.43725423308038
Bream,290.7770441545774,28.29087124626244
Bream,759.8138229859655,35.35495329336718
Bream,229.7894207995488,25.697897875914876
Bream,489.5158798500878,28.865026731082708
Bream,620.5061908263981,30.867732450652806
Bream,468.4691172274637,28.589146001191054
Bream,544.1231515715467,30.672285652339184
Bream,567.2930714779633,33.390171665170485
Bream,767.0209679858356,35.72578149433191
Bream,491.83181567974384,30.799227302520062
Bream,732.4851784415807,35.55086928841208
Bream,365.6000023399446,29.50275989881135
Bream,394.28968106984047,30.221960954028944
Bream,341.99576115993347,26.673231021333365
Bream,540.1384097314799,31.23655865243583
Bream,456.2473954318863,29.162179935619072
Bream,539.6410795352173,31.50537503514723
Bream,558.7798284124709,34.42624605906112
Bream,35.407729453584125,22.498316001585724
Bream,651.4465374209901,33.62777859609728
Bream,702.5654273784681,35.53493103936569
Bream,612.9787007927679,35.21040802988137
Bream,62.24690767477625,22.83208382859101
Bream,898.0790702510852,36.609043198453314
Bream,564.7537326103649,33.3318333416559
Bream,514.4299292643175,30.599641686200165
Bream,463.4001554145025,29.717027961404046
Bream,499.539188019274,30.089060066230868
Bream,682.819945297057,34.072319565075574
Bream,758.447095771272,34.85288274943319
Bream,854.5136300615759,34.858377321365936
Bream,712.7051824736247,33.67471753278383
Bream,419.95909617483596,26.628523795572782
Bream,550.5483874112633,33.192004385491586
Bream,490.96341926918967,31.5216707511904
Bream,772.8307052593359,35.11436969090201
Bream,565.1680612890065,32.53385591112561
Bream,708.3610546376411,35.60173676335518
Bream,938.1060838399089,40.37598609268472
Bream,457.2405860193163,30.930806127378247
Bream,526.1389507776663,31.41464243397427
Bream,95.38785811613889,23.71344899319818
Bream,493.3919941301248,30.353278890605647
Bream,653.4767384393789,32.028733299904616
Bream,153.18005140350238,25.716601258199344
Bream,564.2714966868672,31.554957082511482
Bream,1085.5862158425755,40.57417092248564
Bream,689.9431384671482,33.88609433004475
Bream,542.4574423293273,31.60682255412825
Bream,669.1435405976943,33.25447147935364
Bream,605.791910847434,32.659691040675135
Bream,910.8425736394855,38.74703386239375
Bream,741.9230005793955,34.092288357300504
Bream,908.0613938085896,40.128143159117826
Bream,867.3830361445766,37.08199202792335
Bream,563.2328246442327,31.09498238601894
Bream,648.1849704712038,33.35866243490385
Bream,454.96822700601643,27.58610280819999
Bream,805.9166638536017,36.14454525600454
Bream,1066.3978100287,42.08684751528172
Bream,849.5114218728679,38.080450904511494
Bream,588.3101072655445,31.020784775891602
Bream,253.1842832578708,26.568927495275958
Bream,883.98408920184,37.70768433737655
Bream,946.0123776701985,35.66224051272935
Bream,591.756120179113,33.111559405239326
Bream,754.8167930294081,36.50215379046542
Bream,795.8966523235877,35.895661404015485
Bream,436.6387099193437,31.522360140851106
Bream,458.1491328150471,30.510659831837852
Bream,1039.0220089172608,39.67870529659501
Bream,813.8512527324121,38.518987032070854
Bream,542.1270621653919,32.36505587658785
Bream,441.0052771113417,28.86748704959457
Bream,558.7269602882403,32.64263311753866
Bream,834.7213748392427,37.50410412325082
Bream,753.6351793123622,35.728574817670655
Bream,858.0560021355946,38.12392654403993
Bream,399.5667657404505,29.38229791252075
Bream,543.055557412544,29.610289760347715
Bream,475.0058496729971,28.39037953496001
Bream,604.7562240435558,31.27644719726911
Bream,784.259245900108,35.99611108379159
Bream,528.8915775381179,32.67681355526445
Bream,763.9331747352902,34.52771925772541
Bream,1057.395445996498,38.782109602595305
Bream,844.3064446775954,37.21384895679469
Bream,409.7824587667612,29.709857578872302
Bream,788.2416048232948,34.891900089477026
Bream,457.2381798873896,29.807857663768402
Bream,646.8411933224078,33.851214929801436
Bream,547.9890033921357,32.98211609279636
Bream,993.7931437617101,40.749336143823314
Bream,548.0867351496396,30.735752979789495
Bream,468.8632772908178,33.39023594534006
Bream,223.20341185233838,26.920343540990864
Bream,809.9745253695951,36.83471518344172
Bream,669.1375084143498,33.466930315826076
Bream,376.9000601500995,30.038701797636104
Bream,638.3333145046297,32.115925071046874
Bream,672.4572645614,34.61520503933507
Bream,804.3970189079947,35.521420054709274
Bream,669.6004546362964,34.50786351622902
Bream,304.09150823915957,27.538213590039273
Bream,734.4132251304791,36.214255888633815
Bream,646.9071956879112,35.21750608222126
Bream,701.3791044279922,35.275165956930735
Bream,117.79301099528044,23.013136603278024
Bream,509.3110561617406,31.60055559639666
Bream,820.089490969481,38.16308938329384
Bream,724.2373772100186,35.706056835133936
Bream,432.9231349653802,30.196474361513776
Bream,617.3799848833562,33.89030559029092
Bream,650.7640265568906,34.22801984300498
Bream,713.9768002135198,33.99820981224509
Bream,477.754073682358,28.52058567743305
Bream,329.77118014411377,28.646665508445334
Bream,503.60494238270974,30.15998628732605
Bream,562.920487042241,32.14565935755666
Bream,927.962728880082,38.69376104948546
Bream,877.055442120108,37.97448752053065
Bream,870.4394301456006,38.065392273688175
Bream,562.1914037010204,31.509607218128988
Bream,945.7968297519317,40.08843811472333
Bream,779.6362901409315,38.8201777329577
Bream,1127.7445595305799,41.095968863862566
Bream,681.4037499884029,35.665327079499335
Bream,351.22304122228667,28.472283780560048
Bream,590.3345495739777,33.683017109841174
Bream,531.8145166801484,28.586504400338722
Bream,839.1880614017844,37.05343336751227
Bream,606.9657203959275,31.85224508924849
Bream,961.8962762312037,41.63343875259167
Bream,730.8856775791313,33.014993651357464
Bream,519.033609013499,33.02384377396441
